"title","rate","cuisine","location","address","street","price_from","price_till","url"
"Carl's Jr.",4.07,"Barat","Kertajaya",,"Jl. Raya Kertajaya Indah No. 29, Kertajaya, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/carl-s-jr-kertajaya"
"Mini Singapore",4.12,"Singapura","Muara Karang",,"Jl. Pluit Karang Barat Blok P2S No. 82, Muara Karang, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/mini-singapore-muara-karang"
"ou tu Cafe",4.12,"Kafe","Tanjung Duren",,"Jl. Tanjung Duren Utara VIII No. 886, Tanjung Duren, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/ou-tu-cafe-tanjung-duren"
"Marugame Udon",4.15,"Jepang","Cempaka Putih","Green Pramuka Square, Lantai Ground","Jl. Jenderal Ahmad Yani, Cempaka Putih, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/marugame-udon-cempaka-putih"
"Starbucks Reserve",4.05,"Kafe","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-reserve-kelapa-gading"
"Kopi Toko Djawa",3.95,"Kafe","Braga",,"Jl. Braga No. 81, Braga, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/kopi-toko-djawa-braga"
"The People's Cafe",4.18,"Kafe","Kuningan","Kuningan City, Lantai Ground","Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-people-s-cafe-kuningan-2"
"PLUIE Cafe & Resto",4.05,"Kafe","Kemang","Belle Point Kemang","Jl. Kemang Selatan VIII, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/pluie-cafe-dan-resto-kemang"
"Jiwa Toast",4.18,"Barat","Sunter",,"Jl. Danau Sunter Utara Blok C1 No. 7, Sunter, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/jiwa-toast-sunter"
"Soto Rahayu Mulia",4.27,"Indonesia","Bogor Utara",,"Jl. Raya Pajajaran No. 117, Bogor Utara, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/soto-rahayu-mulia-bogor-utara"
"Carbon",4.35,"Meksiko, Peru","Setiabudi","MD Place, Lantai 11","Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/carbon-setiabudi"
"Warung Leko",4.08,"Indonesia","SCBD","Pacific Place Mall, Lantai 4, Pacific Bay","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/warung-leko-scbd"
"Shabu Jin",4.11,"Jepang","Kuningan","Kuningan City, Lantai Ground","Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/shabu-jin-kuningan"
"Braga Art Cafe",4.12,"Kafe","Braga",,"Jl. Braga No. 68, Braga, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/braga-art-cafe-braga"
"Starbucks Coffee",4.4,"Kafe","Jatinegara","Tamansari Hive","Jl. D. I. Panjaitan Kav 3 - 4, Jatinegara, Jakarta Timur",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-jatinegara-2"
"Onokabe",4.11,"Jepang","Kelapa Gading","Bella Terra Lifestyle Center, Lantai Ground","Jl. Boulevard Raya, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/onokabe-kelapa-gading"
"Pison",4.13,"Kafe","Thamrin",,"Jl. Teluk Betung No. 33, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pison-thamrin"
"Midori Coffee",4.43,"Kafe","Menteng",,"Jl. KH Wahid Hasyim No. 106, Menteng, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/midori-coffee-menteng"
"La Maison",4.15,"Toko Kue","Pantai Indah Kapuk","PIK Avenue, Lantai 1","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/la-maison-pantai-indah-kapuk"
"Fountain Lounge - Hotel Grand Hyatt",4.13,"Lounge, Bar, & Club","Thamrin","Hotel Grand Hyatt, Lantai Mezzanine","Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/fountain-lounge-hotel-grand-hyatt-thamrin"
"Boja Eatery",4.04,"Kafe","Pluit",,"Jl. Pluit Putra Raya No. 18, Pluit, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/boja-eatery-pluit"
"Fried Chicken Master",4.2,"","Menteng","Konko Hostel","Jl. Kebon Sirih No. 9J, Menteng, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/fried-chicken-master-menteng"
"The Grand Duck King Signature",4.29,"China","Setiabudi","Setiabudi One, Lantai Ground","Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/the-grand-duck-king-signature-setiabudi"
"Ndoro Putri by Sama Dengan",4.29,"Kafe","Cimanggis",,"Jl. Radar Auri No. 1, Cimanggis, Depok",50000,100000,"https://pergikuliner.com/restaurants/depok/ndoro-putri-by-sama-dengan-cimanggis"
"Sooka",4.31,"Kafe","Kemang",,"Jl. Bangka Raya No. 10, Kemang, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/sooka-kemang"
"Kopi@Kopi Ground Zero",4.37,"Kafe","Kelapa Gading","Komplek Ruko Bukit Gading Indah, Blok Q No. 35 - 36","Jl. Gading Kirana Timur IX, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kopi-at-kopi-ground-zero-kelapa-gading"
"Venchi",4.31,"Cokelat, Es Krim","Pondok Indah","Pondok Indah Mall 3, Lantai Ground","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/venchi-pondok-indah"
"McDonald's",4.7,"","Sentul","Rest Area Tol Jagorawi KM. 21","Jl. Tol Jagorawi, Sentul, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/mcdonald-s-sentul"
"Happy Day",3.94,"Indonesia, Barat, Italia, China","Gambir",,"Jl. Ir. H. Juanda No. 19, Gambir, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/happy-day-gambir"
"Genki Sushi",4.02,"Jepang","Thamrin","Grand Indonesia Mall, Lantai 2, West Mall, SEIBU","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/genki-sushi-grand-indonesia-thamrin"
"BROWNFOX Waffle & Coffee",4,"Kafe","Pasar Minggu",,"Jl. Warung Jati Barat No. 9C, Pasar Minggu, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/brownfox-waffle-dan-coffee-pasar-minggu"
"Yoisho",4,"Jepang","Senopati",,"Jl. Gunawarman No. 42, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/yoisho-senopati"
"DORE by LeTAO",4.05,"Toko Kue","Thamrin","Plaza Indonesia, Lantai 3","Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/dore-by-letao-thamrin"
"Sushi Tei",4.06,"Jepang","Gandaria","Gandaria City, Lantai Upper Ground, Mainstreet Dining","Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-gandaria"
"NO NA MA - Le Meridien Hotel",4.06,"Jepang","Sudirman","Le Meridien Hotel","Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/no-na-ma-le-meridien-hotel-sudirman"
"Mom's Artisan Bakery",4.05,"Kafe","Progo",,"Jl. Progo No. 18, Progo, Riau, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/mom-s-artisan-bakery-progo"
"Crunchaus Salads",4.08,"","Pondok Indah","Pondok Indah Mall 1, Lantai 1, Food Court Area 51","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/crunchaus-salads-pondok-indah"
"Coffeegasm",4.04,"Kafe","Kelapa Gading","Ruko Mall of Indonesia, Blok I No. 10A","Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/coffeegasm-kelapa-gading"
"Yuki",4.03,"Jepang","Melawai","Little Tokyo Melawai","Jl. Melawai VI No. 8, Melawai, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/yuki-melawai"
"Pizza Marzano",3.98,"Italia","Thamrin","Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pizza-marzano-thamrin"
"Fish Village",3.99,"China","Pluit",,"Jl. Pluit Permai No. 37, Pluit, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/fish-village-pluit"
"Toby's Estate",4,"Kafe","Pondok Indah","Pondok Indah Mall 2, Lantai Ground","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/toby-s-estate-pondok-indah"
"KFC",4.14,"","Melawai",,"Jl. Melawai Raya, Melawai, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/kfc-melawai-2"
"Penang Bistro",4.16,"Malaysia","Thamrin","Grand Indonesia Mall, Lantai 3A, West Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/penang-bistro-thamrin"
"Kiila Kiila Cafe",4.14,"Kafe","Kemang","Kemang Kolonie","Jl. Kemang Timur No. 9E, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kiila-kiila-cafe-kemang"
"Vows Coffee",4.14,"Kafe","Pluit","Komplek Carina Sayang 1, No. 8","Jl. Jembatan Tiga, Pluit, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/vows-coffee-pluit"
"%Arabica",3.99,"Kafe","Slipi","Central Park, Lantai Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/arabica-slipi"
"Elmakko Coffee",4.03,"Kafe","Sunter",,"Jl. Danau Indah Barat Blok A9 No. 5, Sunter, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/elmakko-coffee-sunter"
"Kopi Nyai",3.96,"Kafe","Gandaria",,"Jl. Percetakan I No. 41, Gandaria, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/kopi-nyai-gandaria"
"Sushi Tei",3.98,"Jepang","Thamrin","Plaza Indonesia, Lantai 3","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-thamrin-2"
"Bakmi GM",4.04,"Indonesia","Dukuh Pakis","Graha Famili Commercial Area Tahap II","Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/bakmi-gm-dukuh-pakis"
"Chingu Korean Fan Cafe",3.96,"Korea","Dago Bawah",,"Jl. Sawunggaling No. 10, Dago Bawah, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/chingu-korean-fan-cafe-dago-bawah"
"Social Affair Coffee & Baked House",4,"Kafe","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/social-affair-coffee-dan-baked-house-kelapa-gading"
"Layar Seafood",4,"Indonesia","Puri",,"Jl. Pesanggrahan No. 80, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/layar-seafood-puri"
"RM Pangeran Khas Minang",4.06,"Indonesia","Serpong",,"Jl. Raya Serpong KM 7 No. 67, Serpong, Tangerang Selatan",0,50000,"https://pergikuliner.com/restaurants/tangerang/rm-pangeran-khas-minang-serpong"
"Purple House Mama AL",4.11,"Kafe","Fatmawati",,"Jl. Abdul Majid Raya No. 44R, Fatmawati, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/purple-house-mama-al-fatmawati"
"Starbucks Coffee",4.12,"Kafe","Dipatiukur",,"Jl. Dipatiukur No. 42, Dipatiukur, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/starbucks-coffee-dipatiukur"
"Song Fa Bak Kut Teh",4.2,"China","Pantai Indah Kapuk","PIK Avenue, Lantai 1","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/song-fa-bak-kut-teh-pantai-indah-kapuk-2"
"7AM Coffee",4.17,"Kafe","Fatmawati",,"Jl. BDN Raya No. 10, Fatmawati, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/7am-coffee-fatmawati"
"Roempi Coffee",3.98,"Kafe","Riau",,"Jl. Anggrek No. 27, Riau, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/roempi-coffee-riau"
"Ruach Coffee",4.32,"Kafe","Gading Serpong","Ruko Crystal 2, No. 21","Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/ruach-coffee-gading-serpong"
"Kopi Toko Djawa",4.09,"Kafe","Menteng",,"Jl. Johar No. 34, Menteng, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/kopi-toko-djawa-menteng"
"Pizza Marzano",4.2,"Italia","Gading Serpong","Summarecon Mall Serpong, Lantai Ground, Downtown Walk","Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",100000,200000,"https://pergikuliner.com/restaurants/tangerang/pizza-marzano-gading-serpong"
"Java Soul Coffee",4.04,"Kafe","Kemang",,"Jl. Kemang Timur Raya No. 50E, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/java-soul-coffee-kemang"
"House Of Omurice",3.99,"Jepang","Tebet","Kota Kasablanka, Lantai Upper Ground, Food Society","Jl. Casablanca Raya, Tebet, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/house-of-omurice-tebet"
"Diatap Coffee & Eatery",4.08,"Kafe","Pondok Gede",,"Jl. Curug Raya No. 24, Pondok Gede, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/diatap-coffee-dan-eatery-pondok-gede"
"Jack & John",4.11,"Indonesia","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/jack-dan-john-kelapa-gading"
"Satu Dunia Satu Cinta",4.27,"Vegetarian","Teluk Gong",,"Jl. A1 No. 34, Teluk Gong, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/satu-dunia-satu-cinta-teluk-gong"
"Backyard Coffee & Shop",4.4,"Kafe","Bintaro",,"Jl. Pondok Betung Raya No. 1A (Bintaro Sektor 3A), Bintaro, Tangerang Selatan",0,50000,"https://pergikuliner.com/restaurants/tangerang/backyard-coffee-dan-shop-bintaro"
"Maison Tatsuya",4.01,"Jepang","Slipi","Central Park, Lantai 1","Jl. Letjen S. Parman, Slipi, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/maison-tatsuya-slipi"
"Ol' Pops Coffee",4.37,"Kafe","Sawangan",,"Jl. Pendidikan No. 77 (Dekat Sodaqo Mart), Sawangan, Depok",50000,100000,"https://pergikuliner.com/restaurants/depok/ol-pops-coffee-sawangan"
"Denny's",4.02,"Barat","Senayan","Senayan City, Lantai Lower Ground","Jl. Asia Afrika, Senayan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/denny-s-senayan"
"VIN+ Wine & Beyond",4.05,"Italia, Barat","Kemang",,"Jl. Kemang Raya No. 45B, Kemang, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/vin-wine-dan-beyond-kemang"
"Marugame Udon",4.04,"Jepang","Puri","Puri Indah Mall, Lantai 2","Jl. Puri Indah Raya, Puri, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/marugame-udon-puri-2"
"Onni House",3.94,"Kafe","Tanjung Duren",,"Jl. Tanjung Duren Utara V No. 242, Tanjung Duren, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/onni-house-tanjung-duren"
"Paris Baguette",4.14,"Kafe","Pondok Indah","Pondok Indah Mall 3, Lantai Ground","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/paris-baguette-pondok-indah"
"Hang Tuah Kopi & Toastery",4.07,"Kafe","Kemang",,"Jl. Kemang Selatan VIII No. 56, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/hang-tuah-kopi-dan-toastery-kemang"
"Tokito Kitchen",4.03,"Indonesia","Alam Sutera","Ruko Crystal Lane, No. 51","Jl. Bhayangkara, Alam Sutera, Serpong, Tangerang Selatan",0,50000,"https://pergikuliner.com/restaurants/tangerang/tokito-kitchen-alam-sutera"
"Don Bakeshop",4.22,"Toko Roti dan Kue","Kelapa Gading","Mal Kelapa Gading 3, Lantai Basement","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/don-bakeshop-kelapa-gading"
"Black Campaign Coffee",4.13,"Kafe","Kota Tangerang",,"Jl. MT Haryono No. 5, Kota Tangerang, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/black-campaign-coffee-kota-tangerang-2"
"Go! Steak",4.2,"Barat","Bekasi Utara","Ruko Burgundy Orchard Summarecon, Blok RAL No. 26","Jl. Perjuangan, Bekasi Utara, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/go-steak-bekasi-utara"
"Clovia - Mercure Jakarta Sabang",4.18,"Barat","Menteng","Mercure Jakarta Sabang","Jl. H. Agus Salim No. 11, Menteng, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/clovia-mercure-jakarta-sabang-menteng"
"Djournal Coffee",4.16,"Kafe","Blok M","Pasaraya Grande, Lantai Ground","Jl. Iskandarsyah II, Blok M, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/djournal-coffee-blok-m"
"Kultur Haus",4.08,"","Mulyorejo","One East","Jl. Kertajaya Indah No. 79, Mulyorejo, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/kultur-haus-mulyorejo"
"Lind's Ice Cream",3.97,"Kafe","Kelapa Gading","Ruko Gading Batavia, Blok LC9 No. 33","Jl. Gading Batavia Raya, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/lind-s-ice-cream-kelapa-gading"
"Home Brew Coffee & Eatery",3.97,"Kafe","Alam Sutera","Nite & Day Residence, Lantai P3","Jl. Alam Utama No. 1, Alam Sutera, Serpong, Tangerang Selatan",0,50000,"https://pergikuliner.com/restaurants/tangerang/home-brew-coffee-dan-eatery-alam-sutera"
"J.CO Donuts & Coffee",3.94,"Kafe","Puri","Puri Indah Mall, Lantai Ground","Jl. Puri Indah Raya, Puri, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/j-co-donuts-dan-coffee-puri"
"Tony Roma's",4.06,"Barat","Thamrin","UOB Plaza, Thamrin Nine, Lantai Mezzanine","Jl. MH Thamrin No. 10, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/tony-roma-s-thamrin"
"Baked & Brewed Coffee and Kitchen",4.02,"Kafe","Bogor Tengah","Colonial Building","Jl. Salak No. 6, Bogor Tengah, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/baked-dan-brewed-coffee-and-kitchen-bogor-tengah"
"Noon Tea Bar",4.05,"Kafe","Panglima Polim",,"Jl. Panglima Polim IX No. 4, Panglima Polim, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/noon-tea-bar-panglima-polim"
"Pan & Co.",3.96,"Kafe","Kelapa Gading","Mal Kelapa Gading 2, Lantai 1","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/pan-dan-co-kelapa-gading"
"Fukuro",4.09,"Jepang","SCBD","Fairgrounds, SCBD Lot 14","Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/fukuro-scbd"
"Cerita Roti",4.52,"Toko Roti","Kelapa Gading","Mall Artha Gading, Lantai Ground","Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/cerita-roti-kelapa-gading"
"Medja",3.99,"Indonesia","Bogor Timur",,"Jl. Pajajaran Indah V No. 6, Bogor Timur, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/medja-bogor-timur"
"Central Restaurant",4.05,"China","Tomang",,"Jl. Tomang Raya No. 29 (Samping Gedung HSBC), Tomang, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/central-restaurant-tomang"
"Sushi Mentai",4,"Jepang","Gading Serpong","BEZ Point","Jl. Gading Serpong Boulevard Kav. 1, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/sushi-mentai-gading-serpong"
"Francis Artisan Bakery",4.01,"Toko Roti dan Kue","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/francis-artisan-bakery-kelapa-gading"
"Michael's Garden",4.13,"Indonesia","Alam Sutera",,"Jl. Bhayangkara Pusdiklantas No. 6, Alam Sutera, Serpong, Tangerang Selatan",100000,200000,"https://pergikuliner.com/restaurants/tangerang/michael-s-garden-alam-sutera"
"Ramen SeiRock-Ya",4.14,"Jepang","Puri","Puri Indah Mall, Lantai 2","Jl. Puri Indah Raya, Puri, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/ramen-seirock-ya-puri"
"IKEA Alam Sutera",3.91,"Barat","Alam Sutera",,"Jl. Jalur Sutera Boulevard No. 45, Alam Sutera, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/ikea-alam-sutera-alam-sutera"
"Woodpecker Coffee",3.97,"Kafe","Panglima Polim",,"Jl. Panglima Polim V No. 23, Panglima Polim, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/woodpecker-coffee-panglima-polim"
"Paradise Dynasty",4,"China","Senayan","Plaza Senayan, Lantai 5","Jl. Asia Afrika, Senayan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/paradise-dynasty-senayan"
"Paul",3.98,"Kafe","Thamrin","Plaza Indonesia, Lantai 2","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/paul-thamrin"
"Shabu Hachi",3.95,"Jepang","Cilandak",,"Jl. Ampera Raya No. 127, Cilandak, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/shabu-hachi-cilandak"
"Kopi Nako",4.55,"Kafe","Senayan","Senayan Park Mall, Lantai Ground","Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/kopi-nako-senayan"
"ShuShu",3.95,"Minuman","Gading Serpong","Summarecon Mall Serpong, Lantai 2","Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/shushu-gading-serpong"
"Dapur Babah Elite",4.24,"Indonesia","Gambir",,"Jl. Veteran I No. 18 - 19, Gambir, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/dapur-babah-elite-gambir"
"La Ricchi Ice Cream",4.06,"Es Krim","Pluit","Emporium Pluit Mall, Lantai 4, Food Empire","Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/la-ricchi-ice-cream-pluit"
"Sushi Tei",4.05,"Jepang","Tegalsari","Tunjungan Plaza 5, Lantai 5","Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/sushi-tei-tegalsari"
"Seroeni",4.04,"China","Senayan","Plaza Senayan, Lantai 3","Jl. Asia Afrika, Senayan, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/seroeni-senayan"
"Dreezel Coffee",4.3,"Kafe","Dago Atas",,"Jl. Tubagus Ismail Raya No. 7, Dago Atas, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/dreezel-coffee-dago-atas"
"Gion Japanese Grill & Chill",4.37,"Jepang","Pasteur","WU Tower, Lantai 8","Jl. Dr. Djunjunan No. 588, Pasteur, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/gion-japanese-grill-dan-chill-pasteur"
"Tomtom",3.92,"Thailand","Thamrin","Grand Indonesia Mall, Lantai 5, East Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/tomtom-thamrin"
"Hallo Surabaya Heritage",4.22,"Indonesia","Tegalsari",,"Jl. R.A Kartini No. 12, Tegalsari, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/hallo-surabaya-heritage-tegalsari"
"Ow My Plate",4.2,"Jepang","Meruya",,"Jl. Raya Joglo No. 28, Meruya, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/ow-my-plate-meruya"
"Ojju",4.13,"Korea","Kelapa Gading","Mall of Indonesia, Lantai 1","Jl. Boulevard Barat Gading, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/ojju-kelapa-gading"
"Cinnamon - Mandarin Oriental Hotel",4.22,"Barat, Indonesia, China","Thamrin","Mandarin Oriental Hotel, Lantai Lobby","Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/cinnamon-mandarin-oriental-hotel-thamrin"
"Waha Kitchen - Kosenda Hotel",4.09,"Indonesia","Tanah Abang","Kosenda Hotel","Jl. KH Wahid Hasyim No. 127, Tanah Abang, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/waha-kitchen-kosenda-hotel-tanah-abang"
"Penang Bistro",4.08,"Malaysia","Menteng",,"Jl. Kebon Sirih No. 59, Menteng, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/penang-bistro-menteng"
